roll no,name,standard,gender,race/ethnicity,parental level of education,lunch,test preparation course,math,english,geography,history,science,total,percentag,attended,total lectures,attendance,test marks,total marks,percentage,score-cat,study-cat,cluster,
710,Ann,9,female,group D,associate's degree,free/reduced,completed,42,61,94,96,58,315,63,38,50,76,65,100,65,0,1,2,
711,Sam,9,male,group C,some college,standard,completed,93,84,38,84,90,441,88.2,41,50,82,55,100,55,0,1,2,
712,Ann,9,female,group E,some high school,standard,completed,80,85,88,40,85,375,75,33,50,66,79,100,79,1,0,3,
713,George,9,female,group D,some college,standard,none,98,100,91,70,99,466,93.2,48,50,96,47,100,47,0,1,2,
714,Jennifer,9,male,group D,master's degree,standard,none,81,81,47,54,84,384,76.8,42,50,84,32,100,32,0,1,2,
715,George,9,female,group B,some high school,standard,completed,60,70,41,57,74,335,67,34,50,68,58,100,58,0,0,4,
716,Sam,9,female,group B,associate's degree,free/reduced,completed,76,94,81,91,87,435,87,44,50,88,43,100,43,0,1,2,
717,Ann,9,male,group C,associate's degree,standard,completed,73,78,76,37,72,332,66.4,31,50,62,77,100,77,1,0,3,
718,Matt,9,female,group C,associate's degree,standard,completed,96,96,92,33,99,423,84.6,32,50,64,55,100,55,0,0,4,
719,George,9,female,group C,high school,standard,none,76,76,73,43,74,343,68.6,35,50,70,50,100,50,0,0,4,
720,Ann,9,male,group E,associate's degree,free/reduced,completed,91,73,95,35,80,359,71.8,42,50,84,69,100,69,0,1,2,
721,Sam,9,female,group C,some college,free/reduced,none,62,72,58,36,70,310,62,48,50,96,30,100,30,0,1,2,
722,Jennifer,9,male,group D,some high school,free/reduced,completed,55,59,53,53,59,285,57,40,50,80,46,100,46,0,1,2,
723,George,9,female,group B,some high school,free/reduced,completed,74,90,48,97,88,437,87.4,39,50,78,36,100,36,0,1,2,
724,Jennifer,9,male,group C,high school,standard,none,50,48,35,69,42,251,50.2,40,50,80,84,100,84,1,1,1,
725,Matt,9,male,group B,some college,standard,none,47,43,58,42,41,214,42.8,47,50,94,68,100,68,0,1,2,
726,Matt,9,male,group E,some college,standard,completed,81,74,80,76,71,373,74.6,39,50,78,53,100,53,0,1,2,
727,Ann,9,female,group E,associate's degree,standard,completed,65,75,72,48,77,342,68.4,44,50,88,48,100,48,0,1,2,
728,Matt,9,male,group E,some high school,standard,completed,68,51,50,45,57,278,55.6,35,50,70,53,100,53,0,0,4,
729,Jennifer,9,female,group D,high school,free/reduced,none,73,92,48,49,84,382,76.4,36,50,72,37,100,37,0,0,4,
730,Ann,9,male,group C,some college,standard,none,53,39,71,37,37,203,40.6,45,50,90,60,100,60,0,1,2,
731,George,9,female,group B,associate's degree,free/reduced,completed,68,77,94,70,80,375,75,33,50,66,53,100,53,0,0,4,
732,Sam,9,male,group A,some high school,free/reduced,none,55,46,94,99,43,286,57.2,38,50,76,48,100,48,0,1,2,
733,Sam,9,female,group C,some college,standard,completed,87,89,77,73,94,437,87.4,50,50,100,54,100,54,0,1,2,
734,Ann,9,male,group D,some high school,standard,none,55,47,68,83,44,273,54.6,44,50,88,43,100,43,0,1,2,
735,George,9,female,group E,some college,free/reduced,none,53,58,69,61,57,286,57.2,49,50,98,95,100,95,1,1,1,
736,Sam,9,male,group C,master's degree,standard,none,67,57,97,38,59,280,56,47,50,94,72,100,72,1,1,1,
737,George,9,male,group C,associate's degree,standard,none,92,79,50,68,84,407,81.4,48,50,96,57,100,57,0,1,2,
738,Jennifer,9,female,group B,some college,free/reduced,completed,53,66,75,31,73,296,59.2,43,50,86,94,100,94,1,1,1,
739,Ann,9,male,group D,associate's degree,standard,none,81,71,57,70,73,368,73.6,50,50,100,80,100,80,1,1,1,
740,Sam,9,male,group C,high school,free/reduced,none,61,60,45,96,55,327,65.4,48,50,96,45,100,45,0,1,2,
741,Ann,9,male,group D,bachelor's degree,standard,none,80,73,49,81,72,378,75.6,31,50,62,95,100,95,1,0,3,
742,Ann,9,female,group A,associate's degree,free/reduced,none,37,57,97,88,56,294,58.8,31,50,62,45,100,45,0,0,4,
743,Jennifer,9,female,group C,high school,standard,none,81,84,54,81,82,410,82,41,50,82,52,100,52,0,1,2,
744,Jennifer,9,female,group C,associate's degree,standard,completed,59,73,59,57,72,333,66.6,48,50,96,47,100,47,0,1,2,
745,Ann,9,male,group B,some college,free/reduced,none,55,55,61,99,47,303,60.6,39,50,78,56,100,56,0,1,2,
746,Sam,9,male,group D,associate's degree,standard,none,72,79,68,46,74,345,69,47,50,94,67,100,67,0,1,2,
747,Jennifer,9,male,group D,high school,standard,none,69,75,58,64,71,350,70,46,50,92,77,100,77,1,1,1,
748,Jennifer,9,male,group C,some college,standard,none,69,64,78,74,68,343,68.6,32,50,64,64,100,64,0,0,4,
749,George,9,female,group C,bachelor's degree,free/reduced,none,50,60,43,31,59,259,51.8,50,50,100,60,100,60,0,1,2,
750,George,9,male,group B,some college,standard,completed,87,84,59,81,86,424,84.8,32,50,64,57,100,57,0,0,4,
751,Ann,9,male,group D,some high school,standard,completed,71,69,34,84,68,360,72,47,50,94,58,100,58,0,1,2,
752,Jennifer,9,male,group E,some college,standard,none,68,72,72,75,65,345,69,34,50,68,95,100,95,1,0,3,
753,Ann,9,male,group C,master's degree,free/reduced,completed,79,77,72,52,75,358,71.6,44,50,88,88,100,88,1,1,1,
754,Matt,9,female,group C,some high school,standard,completed,77,90,77,35,85,372,74.4,30,50,60,33,100,33,0,0,4,
755,Jennifer,9,male,group C,associate's degree,free/reduced,none,58,55,63,60,53,279,55.8,43,50,86,31,100,31,0,1,2,
756,Ann,9,female,group E,associate's degree,standard,none,84,95,37,83,92,446,89.2,44,50,88,55,100,55,0,1,2,
757,Jennifer,9,male,group D,some college,standard,none,55,58,87,80,52,297,59.4,42,50,84,73,100,73,1,1,1,
758,Ann,9,male,group E,bachelor's degree,free/reduced,completed,70,68,51,47,72,329,65.8,30,50,60,77,100,77,1,0,3,
759,Sam,9,female,group D,some college,free/reduced,completed,52,59,76,92,65,333,66.6,37,50,74,75,100,75,1,0,3,
760,Sam,9,male,group B,some college,standard,completed,69,77,39,53,77,353,70.6,30,50,60,39,100,39,0,0,4,
761,Sam,9,female,group C,high school,free/reduced,none,53,72,95,87,64,340,68,44,50,88,90,100,90,1,1,1,
762,Ann,9,female,group D,some high school,standard,none,48,58,53,45,54,259,51.8,33,50,66,88,100,88,1,0,3,
763,Ann,9,male,group D,some high school,standard,completed,78,81,39,68,86,399,79.8,30,50,60,51,100,51,0,0,4,
764,Jennifer,9,female,group B,high school,standard,none,62,62,100,92,63,342,68.4,42,50,84,70,100,70,0,1,2,
765,Sam,9,male,group D,some college,standard,none,60,63,98,92,59,333,66.6,41,50,82,54,100,54,0,1,2,
766,Matt,9,female,group B,high school,standard,none,74,72,36,87,72,377,75.4,33,50,66,52,100,52,0,0,4,
767,Jennifer,9,female,group C,high school,standard,completed,58,75,93,43,77,330,66,30,50,60,41,100,41,0,0,4,
768,Ann,9,male,group B,high school,standard,completed,76,62,31,44,60,302,60.4,47,50,94,90,100,90,1,1,1,
769,George,9,female,group D,some high school,standard,none,68,71,67,92,75,381,76.2,30,50,60,94,100,94,1,0,3,
770,Sam,9,male,group A,some college,free/reduced,none,58,60,60,88,57,320,64,39,50,78,47,100,47,0,1,2,
771,Sam,9,male,group B,high school,standard,none,52,48,30,77,49,275,55,30,50,60,49,100,49,0,0,4,
772,Ann,9,male,group D,bachelor's degree,standard,none,75,73,33,68,74,364,72.8,35,50,70,83,100,83,1,0,3,
773,Jennifer,9,female,group B,some high school,free/reduced,completed,52,67,73,54,72,317,63.4,32,50,64,84,100,84,1,0,3,
774,George,9,female,group C,bachelor's degree,free/reduced,none,62,78,81,98,79,396,79.2,30,50,60,82,100,82,1,0,3,
775,Sam,9,male,group B,some college,standard,none,66,65,87,75,60,326,65.2,45,50,90,62,100,62,0,1,2,
776,Sam,9,female,group B,some high school,free/reduced,none,49,58,33,72,55,289,57.8,40,50,80,80,100,80,1,1,1,
777,Matt,9,female,group B,high school,standard,none,66,72,32,78,70,356,71.2,48,50,96,80,100,80,1,1,1,
778,Jennifer,9,female,group C,some college,free/reduced,none,35,44,59,65,43,230,46,31,50,62,94,100,94,1,0,3,
779,Ann,9,female,group A,some college,standard,completed,72,79,99,45,82,360,72,42,50,84,93,100,93,1,1,1,
780,Ann,9,male,group E,associate's degree,standard,completed,94,85,37,51,82,394,78.8,48,50,96,69,100,69,0,1,2,
781,Matt,9,female,group D,associate's degree,free/reduced,none,46,56,57,70,57,286,57.2,38,50,76,34,100,34,0,1,2,
782,Jennifer,9,female,group B,master's degree,standard,none,77,90,95,55,84,390,78,31,50,62,31,100,31,0,0,4,
783,George,9,female,group B,high school,free/reduced,completed,76,85,77,85,82,410,82,44,50,88,92,100,92,1,1,1,
784,Matt,9,female,group C,associate's degree,standard,completed,52,59,43,90,62,325,65,36,50,72,36,100,36,0,0,4,
785,Sam,9,male,group C,bachelor's degree,standard,completed,91,81,63,42,79,372,74.4,50,50,100,65,100,65,0,1,2,
786,Jennifer,9,female,group B,some high school,standard,completed,32,51,40,58,44,229,45.8,35,50,70,81,100,81,1,0,3,
787,Ann,9,female,group E,some high school,free/reduced,none,72,79,68,32,77,337,67.4,42,50,84,70,100,70,0,1,2,
788,Jennifer,9,female,group B,some college,standard,none,19,38,38,93,32,214,42.8,33,50,66,39,100,39,0,0,4,
789,George,9,male,group C,associate's degree,free/reduced,none,68,65,97,84,61,339,67.8,36,50,72,75,100,75,1,0,3,
790,Ann,9,female,group C,master's degree,free/reduced,none,52,65,31,55,61,294,58.8,37,50,74,53,100,53,0,0,4,
791,Jennifer,9,female,group B,high school,standard,none,48,62,47,73,60,303,60.6,39,50,78,38,100,38,0,1,2,
792,George,9,female,group D,some college,free/reduced,none,60,66,91,90,70,356,71.2,45,50,90,84,100,84,1,1,1,
793,Ann,9,male,group D,high school,free/reduced,none,66,74,63,31,69,309,61.8,38,50,76,95,100,95,1,1,1,
794,Jennifer,9,male,group E,some high school,standard,completed,89,84,36,55,77,382,76.4,44,50,88,65,100,65,0,1,2,
795,Sam,9,female,group B,high school,standard,none,42,52,54,33,51,229,45.8,43,50,86,48,100,48,0,1,2,
796,Ann,9,female,group E,associate's degree,free/reduced,completed,57,68,59,30,73,301,60.2,36,50,72,54,100,54,0,0,4,
797,Matt,9,male,group D,high school,standard,none,70,70,83,75,70,355,71,42,50,84,69,100,69,0,1,2,
798,Jennifer,9,female,group E,associate's degree,free/reduced,none,70,84,41,56,81,372,74.4,39,50,78,83,100,83,1,1,1,
799,Jennifer,9,male,group E,some college,standard,none,69,60,83,31,54,268,53.6,43,50,86,83,100,83,1,1,1,
800,Jennifer,9,female,group C,associate's degree,standard,none,52,55,46,56,57,277,55.4,39,50,78,59,100,59,0,1,2,
801,Sam,9,male,group C,some high school,standard,completed,67,73,89,66,68,342,68.4,32,50,64,63,100,63,0,0,4,
802,Sam,10,male,group C,some high school,standard,completed,76,80,61,44,73,346,69.2,48,50,96,66,100,66,0,1,2,
803,Matt,10,female,group E,associate's degree,standard,none,87,94,67,100,95,471,94.2,34,50,68,38,100,38,0,0,4,
804,Ann,10,female,group B,some college,standard,none,82,85,93,95,87,436,87.2,34,50,68,65,100,65,0,0,4,
805,George,10,female,group C,some college,standard,none,73,76,86,43,78,348,69.6,31,50,62,58,100,58,0,0,4,
806,Ann,10,male,group A,some college,free/reduced,none,75,81,69,71,74,375,75,42,50,84,64,100,64,0,1,2,
807,Matt,10,female,group D,some college,free/reduced,none,64,74,94,72,75,360,72,50,50,100,40,100,40,0,1,2,
808,Ann,10,female,group E,high school,free/reduced,none,41,45,77,58,40,224,44.8,34,50,68,39,100,39,0,0,4,
809,Ann,10,male,group C,high school,standard,none,90,75,46,34,69,337,67.4,48,50,96,83,100,83,1,1,1,
810,George,10,male,group B,bachelor's degree,standard,none,59,54,87,88,51,303,60.6,39,50,78,91,100,91,1,1,1,
811,George,10,male,group A,some high school,standard,none,51,31,38,54,36,208,41.6,50,50,100,81,100,81,1,1,1,
812,George,10,male,group A,high school,free/reduced,none,45,47,71,42,49,232,46.4,35,50,70,95,100,95,1,0,3,
813,George,10,female,group C,master's degree,standard,completed,54,64,56,32,67,284,56.8,31,50,62,35,100,35,0,0,4,
814,Jennifer,10,male,group E,some high school,standard,completed,87,84,45,95,76,418,83.6,34,50,68,45,100,45,0,0,4,
815,Sam,10,female,group C,high school,standard,none,72,80,48,36,83,354,70.8,30,50,60,77,100,77,1,0,3,
816,Ann,10,male,group B,some high school,standard,completed,94,86,45,75,87,429,85.8,45,50,90,50,100,50,0,1,2,
817,Jennifer,10,female,group A,bachelor's degree,standard,none,45,59,87,77,64,309,61.8,43,50,86,43,100,43,0,1,2,
818,Jennifer,10,male,group D,bachelor's degree,free/reduced,completed,61,70,62,35,76,318,63.6,48,50,96,58,100,58,0,1,2,
819,Sam,10,female,group B,high school,free/reduced,none,60,72,95,69,68,337,67.4,49,50,98,79,100,79,1,1,1,
820,Matt,10,female,group C,some high school,standard,none,77,91,59,51,88,395,79,32,50,64,72,100,72,1,0,3,
821,Matt,10,female,group A,some high school,standard,completed,85,90,76,52,92,411,82.2,46,50,92,94,100,94,1,1,1,
822,Sam,10,female,group D,bachelor's degree,free/reduced,none,78,90,43,67,93,421,84.2,37,50,74,56,100,56,0,0,4,
823,Sam,10,male,group E,some college,free/reduced,completed,49,52,69,64,51,267,53.4,45,50,90,56,100,56,0,1,2,
824,Jennifer,10,female,group B,high school,free/reduced,none,71,87,47,30,82,352,70.4,48,50,96,40,100,40,0,1,2,
825,Ann,10,female,group C,some high school,free/reduced,none,48,58,33,94,52,304,60.8,43,50,86,60,100,60,0,1,2,
826,Ann,10,male,group C,high school,standard,none,62,67,34,55,58,300,60,31,50,62,83,100,83,1,0,3,
827,Ann,10,female,group C,associate's degree,free/reduced,completed,56,68,48,95,70,359,71.8,49,50,98,72,100,72,1,1,1,
828,Jennifer,10,female,group C,some high school,standard,none,65,69,85,61,76,347,69.4,45,50,90,47,100,47,0,1,2,
829,Sam,10,female,group D,some high school,free/reduced,completed,69,86,67,80,81,397,79.4,37,50,74,42,100,42,0,0,4,
830,Matt,10,male,group B,some high school,standard,none,68,54,50,34,53,262,52.4,46,50,92,43,100,43,0,1,2,
831,Matt,10,female,group A,some college,free/reduced,none,61,60,98,58,57,293,58.6,39,50,78,44,100,44,0,1,2,
832,Ann,10,female,group C,bachelor's degree,free/reduced,completed,74,86,53,31,89,369,73.8,47,50,94,34,100,34,0,1,2,
833,Matt,10,male,group A,bachelor's degree,standard,none,64,60,75,80,58,320,64,30,50,60,95,100,95,1,0,3,
834,Ann,10,female,group B,high school,standard,completed,77,82,87,59,89,396,79.2,36,50,72,38,100,38,0,0,4,
835,George,10,male,group B,some college,standard,none,58,50,50,80,45,278,55.6,38,50,76,34,100,34,0,1,2,
836,Sam,10,female,group C,high school,standard,completed,60,64,34,93,74,365,73,46,50,92,55,100,55,0,1,2,
837,Jennifer,10,male,group E,high school,standard,none,73,64,80,94,57,345,69,43,50,86,60,100,60,0,1,2,
838,Ann,10,female,group A,high school,standard,completed,75,82,59,88,79,403,80.6,48,50,96,65,100,65,0,1,2,
839,Ann,10,male,group B,associate's degree,free/reduced,completed,58,57,51,65,53,286,57.2,47,50,94,84,100,84,1,1,1,
840,Jennifer,10,female,group C,associate's degree,standard,none,66,77,80,89,73,378,75.6,49,50,98,91,100,91,1,1,1,
841,Sam,10,female,group D,high school,free/reduced,none,39,52,42,68,46,251,50.2,48,50,96,48,100,48,0,1,2,
842,Ann,10,male,group C,some high school,standard,none,64,58,90,47,51,271,54.2,34,50,68,93,100,93,1,0,3,
843,Jennifer,10,female,group B,high school,free/reduced,completed,23,44,48,76,36,215,43,50,50,100,42,100,42,0,1,2,
844,Jennifer,10,male,group B,some college,free/reduced,completed,74,77,85,71,76,374,74.8,34,50,68,53,100,53,0,0,4,
845,Sam,10,female,group D,some high school,free/reduced,completed,40,65,75,62,64,295,59,48,50,96,40,100,40,0,1,2,
846,Sam,10,male,group E,master's degree,standard,none,90,85,93,41,84,384,76.8,44,50,88,49,100,49,0,1,2,
847,Sam,10,male,group C,master's degree,standard,completed,91,85,63,70,85,416,83.2,31,50,62,34,100,34,0,0,4,
848,George,10,male,group D,high school,standard,none,64,54,91,63,50,281,56.2,49,50,98,61,100,61,0,1,2,
849,Jennifer,10,female,group C,high school,standard,none,59,72,39,94,68,361,72.2,41,50,82,40,100,40,0,1,2,
850,Ann,10,male,group D,associate's degree,standard,none,80,75,41,37,69,330,66,37,50,74,77,100,77,1,0,3,
851,George,10,male,group C,master's degree,standard,none,71,67,84,46,67,318,63.6,43,50,86,80,100,80,1,1,1,
852,Sam,10,female,group A,high school,standard,none,61,68,88,77,63,332,66.4,39,50,78,43,100,43,0,1,2,
853,Jennifer,10,female,group E,some college,standard,none,87,85,81,81,93,439,87.8,44,50,88,45,100,45,0,1,2,
854,Matt,10,male,group E,some high school,standard,none,82,67,38,51,61,322,64.4,47,50,94,38,100,38,0,1,2,
855,Sam,10,male,group C,some high school,standard,none,62,64,92,63,55,299,59.8,45,50,90,36,100,36,0,1,2,
856,Sam,10,female,group B,bachelor's degree,standard,none,97,97,38,78,96,464,92.8,36,50,72,50,100,50,0,0,4,
857,Sam,10,male,group B,some college,free/reduced,none,75,68,71,54,65,327,65.4,39,50,78,42,100,42,0,1,2,
858,Matt,10,female,group C,bachelor's degree,standard,none,65,79,71,93,81,399,79.8,34,50,68,61,100,61,0,0,4,
859,Jennifer,10,male,group B,high school,standard,completed,52,49,59,35,46,228,45.6,46,50,92,61,100,61,0,1,2,
860,Sam,10,male,group C,associate's degree,free/reduced,none,87,73,73,91,72,395,79,42,50,84,87,100,87,1,1,1,
861,Matt,10,female,group C,associate's degree,standard,none,53,62,73,91,53,312,62.4,36,50,72,78,100,78,1,0,3,
862,Jennifer,10,female,group E,master's degree,free/reduced,none,81,86,31,39,87,380,76,41,50,82,95,100,95,1,1,1,
863,Jennifer,10,male,group D,bachelor's degree,free/reduced,completed,39,42,39,100,38,257,51.4,32,50,64,70,100,70,0,0,4,
864,George,10,female,group C,some college,standard,completed,71,71,55,57,80,359,71.8,47,50,94,90,100,90,1,1,1,
865,George,10,male,group C,associate's degree,standard,none,97,93,64,99,91,471,94.2,30,50,60,58,100,58,0,0,4,
866,Ann,10,male,group D,some college,standard,completed,82,82,47,86,88,426,85.2,39,50,78,83,100,83,1,1,1,
867,Ann,10,male,group C,high school,free/reduced,none,59,53,46,84,52,300,60,38,50,76,43,100,43,0,1,2,
868,Matt,10,male,group B,associate's degree,standard,none,61,42,68,74,41,259,51.8,50,50,100,79,100,79,1,1,1,
869,Jennifer,10,male,group E,associate's degree,free/reduced,completed,78,74,36,93,72,389,77.8,46,50,92,89,100,89,1,1,1,
870,Jennifer,10,male,group C,associate's degree,free/reduced,none,49,51,47,69,51,271,54.2,30,50,60,84,100,84,1,0,3,
871,Sam,10,male,group B,high school,standard,none,59,58,76,33,47,244,48.8,30,50,60,87,100,87,1,0,3,
872,Jennifer,10,female,group C,some college,standard,completed,70,72,49,65,76,359,71.8,37,50,74,80,100,80,1,0,3,
873,Sam,10,male,group B,associate's degree,standard,completed,82,84,95,77,78,399,79.8,31,50,62,31,100,31,0,0,4,
874,Jennifer,10,male,group E,associate's degree,free/reduced,none,90,90,97,89,82,433,86.6,30,50,60,78,100,78,1,0,3,
875,Sam,10,female,group C,bachelor's degree,free/reduced,none,43,62,42,34,61,261,52.2,35,50,70,38,100,38,0,0,4,
876,Matt,10,male,group C,some college,free/reduced,none,80,64,64,85,66,361,72.2,45,50,90,75,100,75,1,1,1,
877,Jennifer,10,male,group D,some college,standard,none,81,82,30,50,84,381,76.2,33,50,66,49,100,49,0,0,4,
878,Matt,10,male,group C,some high school,standard,none,57,61,56,71,54,297,59.4,37,50,74,34,100,34,0,0,4,
879,Ann,10,female,group D,some high school,standard,none,59,72,85,35,80,326,65.2,45,50,90,50,100,50,0,1,2,
880,George,10,female,group D,associate's degree,standard,none,64,76,56,33,74,321,64.2,33,50,66,62,100,62,0,0,4,
881,Matt,10,male,group C,bachelor's degree,standard,completed,63,64,52,51,66,310,62,30,50,60,71,100,71,1,0,3,
882,Ann,10,female,group E,bachelor's degree,standard,completed,71,70,86,60,70,341,68.2,43,50,86,78,100,78,1,1,1,
883,Ann,10,female,group B,high school,free/reduced,none,64,73,57,58,71,337,67.4,45,50,90,38,100,38,0,1,2,
884,Matt,10,male,group D,bachelor's degree,free/reduced,none,55,46,39,48,44,237,47.4,47,50,94,76,100,76,1,1,1,
885,Matt,10,female,group E,associate's degree,standard,none,51,51,85,100,54,310,62,32,50,64,74,100,74,1,0,3,
886,Jennifer,10,female,group C,associate's degree,standard,completed,62,76,54,89,80,387,77.4,42,50,84,36,100,36,0,1,2,
887,George,10,female,group E,associate's degree,standard,completed,93,100,85,30,95,413,82.6,43,50,86,49,100,49,0,1,2,
888,Jennifer,10,male,group C,high school,free/reduced,none,54,72,68,94,59,338,67.6,32,50,64,67,100,67,0,0,4,
889,Ann,10,female,group D,some college,free/reduced,none,69,65,95,88,74,370,74,47,50,94,86,100,86,1,1,1,
890,Matt,10,male,group D,high school,free/reduced,none,44,51,77,52,48,243,48.6,47,50,94,51,100,51,0,1,2,
891,Ann,10,female,group E,some college,standard,completed,86,85,80,49,91,402,80.4,32,50,64,90,100,90,1,0,3,
892,Matt,10,female,group E,associate's degree,standard,none,85,92,30,80,85,427,85.4,44,50,88,94,100,94,1,1,1,
893,George,10,female,group A,master's degree,free/reduced,none,50,67,45,47,73,310,62,32,50,64,42,100,42,0,0,4,
894,George,10,male,group D,some high school,standard,completed,88,74,32,35,75,347,69.4,31,50,62,80,100,80,1,0,3,
895,Matt,10,female,group E,associate's degree,standard,none,59,62,32,38,69,297,59.4,31,50,62,72,100,72,1,0,3,
896,Sam,10,female,group E,some high school,free/reduced,none,32,34,59,62,38,204,40.8,35,50,70,47,100,47,0,0,4,
897,Matt,10,male,group B,high school,free/reduced,none,36,29,79,86,27,205,41,32,50,64,86,100,86,1,0,3,
898,Jennifer,10,female,group B,some high school,free/reduced,completed,63,78,57,82,79,381,76.2,35,50,70,81,100,81,1,0,3,
899,Matt,10,male,group D,associate's degree,standard,completed,67,54,33,92,63,339,67.8,42,50,84,67,100,67,0,1,2,
900,Sam,10,female,group D,some high school,standard,completed,65,78,58,94,82,401,80.2,42,50,84,86,100,86,1,1,1,
901,Matt,10,male,group D,master's degree,standard,none,85,84,80,78,89,425,85,41,50,82,68,100,68,0,1,2,
902,Matt,10,female,group C,master's degree,standard,none,73,78,82,66,74,365,73,33,50,66,67,100,67,0,0,4,
903,George,10,female,group A,high school,free/reduced,completed,34,48,67,83,41,247,49.4,34,50,68,46,100,46,0,0,4,
904,Jennifer,10,female,group D,bachelor's degree,free/reduced,completed,93,100,48,37,100,430,86,36,50,72,50,100,50,0,0,4,
905,Ann,10,female,group D,some high school,free/reduced,none,67,84,60,91,84,410,82,40,50,80,56,100,56,0,1,2,
906,George,10,male,group D,some college,standard,none,88,77,76,76,77,395,79,34,50,68,62,100,62,0,0,4,
907,Sam,10,male,group B,high school,standard,none,57,48,47,47,51,254,50.8,30,50,60,82,100,82,1,0,3,
908,Matt,10,female,group D,some college,standard,completed,79,84,30,61,91,406,81.2,34,50,68,73,100,73,1,0,3,
909,Jennifer,10,female,group C,bachelor's degree,free/reduced,none,67,75,52,83,72,369,73.8,37,50,74,69,100,69,0,0,4,
910,George,10,male,group E,bachelor's degree,standard,completed,70,64,37,60,70,334,66.8,45,50,90,44,100,44,0,1,2,
911,Ann,10,male,group D,bachelor's degree,free/reduced,none,50,42,48,97,48,285,57,35,50,70,33,100,33,0,0,4,
912,Sam,10,female,group A,some college,standard,none,69,84,87,75,82,392,78.4,37,50,74,91,100,91,1,0,3,
913,Matt,10,female,group C,bachelor's degree,standard,completed,52,61,37,77,66,322,64.4,41,50,82,60,100,60,0,1,2,
914,George,10,female,group C,bachelor's degree,free/reduced,completed,47,62,86,84,66,325,65,45,50,90,93,100,93,1,1,1,
915,Ann,10,female,group B,associate's degree,free/reduced,none,46,61,82,34,55,251,50.2,30,50,60,69,100,69,0,0,4,
916,Matt,10,female,group E,some college,standard,none,68,70,77,63,66,333,66.6,30,50,60,37,100,37,0,0,4,
917,Sam,10,male,group E,bachelor's degree,standard,completed,100,100,87,43,100,443,88.6,43,50,86,60,100,60,0,1,2,
918,George,10,female,group C,high school,standard,none,44,61,69,99,52,308,61.6,41,50,82,93,100,93,1,1,1,
919,Jennifer,10,female,group C,associate's degree,standard,completed,57,77,86,100,80,394,78.8,40,50,80,39,100,39,0,1,2,
920,Jennifer,10,male,group B,some college,standard,completed,91,96,87,40,91,409,81.8,42,50,84,75,100,75,1,1,1,
921,George,10,male,group D,high school,free/reduced,none,69,70,73,57,67,330,66,41,50,82,95,100,95,1,1,1,
922,Jennifer,10,female,group C,high school,free/reduced,none,35,53,98,54,46,234,46.8,45,50,90,92,100,92,1,1,1,
923,Jennifer,10,male,group D,high school,standard,none,72,66,81,70,66,340,68,46,50,92,86,100,86,1,1,1,
924,Matt,10,female,group B,associate's degree,free/reduced,none,54,65,51,50,65,299,59.8,40,50,80,83,100,83,1,1,1,
925,Sam,10,male,group D,high school,free/reduced,none,74,70,61,46,69,328,65.6,44,50,88,70,100,70,0,1,2,
926,George,10,male,group E,some high school,standard,completed,74,64,77,74,60,332,66.4,49,50,98,69,100,69,0,1,2,
927,Jennifer,10,male,group E,associate's degree,free/reduced,none,64,56,61,82,52,306,61.2,30,50,60,90,100,90,1,0,3,
928,Jennifer,10,female,group D,high school,free/reduced,completed,65,61,40,42,71,310,62,32,50,64,71,100,71,1,0,3,
929,Matt,10,male,group E,associate's degree,free/reduced,completed,46,43,53,69,44,246,49.2,49,50,98,42,100,42,0,1,2,
930,Matt,10,female,group C,some high school,free/reduced,none,48,56,56,56,51,262,52.4,39,50,78,47,100,47,0,1,2,
931,George,10,male,group C,some college,free/reduced,completed,67,74,78,95,70,376,75.2,32,50,64,37,100,37,0,0,4,
932,Sam,10,male,group D,some college,free/reduced,none,62,57,45,57,62,300,60,30,50,60,41,100,41,0,0,4,
933,Sam,10,male,group D,associate's degree,free/reduced,completed,61,71,87,58,73,336,67.2,32,50,64,51,100,51,0,0,4,
934,Matt,10,male,group C,bachelor's degree,free/reduced,completed,70,75,84,55,74,348,69.6,42,50,84,61,100,61,0,1,2,
935,Ann,10,male,group C,associate's degree,standard,completed,98,87,62,59,90,424,84.8,40,50,80,42,100,42,0,1,2,
936,Ann,10,male,group D,some college,free/reduced,none,70,63,52,68,58,317,63.4,49,50,98,44,100,44,0,1,2,
937,Matt,10,male,group A,associate's degree,standard,none,67,57,82,67,53,297,59.4,48,50,96,62,100,62,0,1,2,
938,Ann,10,female,group E,high school,free/reduced,none,57,58,42,74,57,303,60.6,39,50,78,61,100,61,0,1,2,
939,Matt,10,male,group D,some college,standard,completed,85,81,46,89,85,425,85,43,50,86,42,100,42,0,1,2,
940,Jennifer,10,male,group D,some high school,standard,completed,77,68,77,56,69,339,67.8,48,50,96,85,100,85,1,1,1,
941,Jennifer,10,male,group C,master's degree,free/reduced,completed,72,66,99,48,72,330,66,41,50,82,54,100,54,0,1,2,
942,Jennifer,10,female,group D,master's degree,standard,none,78,91,56,83,96,444,88.8,42,50,84,36,100,36,0,1,2,
943,George,10,male,group C,high school,standard,none,81,66,38,90,64,365,73,50,50,100,34,100,34,0,1,2,
944,Ann,10,male,group A,some high school,free/reduced,completed,61,62,42,57,61,302,60.4,40,50,80,65,100,65,0,1,2,
945,Jennifer,10,female,group B,high school,standard,none,58,68,41,59,61,307,61.4,36,50,72,66,100,66,0,0,4,
